path,template,status,canonical,robots,title,title_len,h1,description_len,internal_links_out,schema_types,missing_alt
/insights/restaurant-kitchen-attendance-hygiene,insight,200,https://www.pgak.co.in/insights/restaurant-kitchen-attendance-hygiene,"index, follow",Restaurants: attendance without a shared-touch device in the kitchen | PGAK,75,Restaurants: attendance without a shared-touch device in the kitchen,154,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/reuse-existing-cctv-or-replace,insight,200,https://www.pgak.co.in/insights/reuse-existing-cctv-or-replace,"index, follow",Reuse your existing CCTV or replace it? | PGAK,46,Reuse your existing CCTV or replace it? A decision guide,72,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/rice-sheller-grain-mandi-security,insight,200,https://www.pgak.co.in/insights/rice-sheller-grain-mandi-security,"index, follow",Rice shellers and grain mandis: seasonal labour and stock | PGAK,64,Rice shellers and grain mandis: seasonal labour and stock,136,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/shift-management-attendance-india,insight,200,https://www.pgak.co.in/insights/shift-management-attendance-india,"index, follow",Rotating shifts and attendance rules in India | PGAK,52,Rotating shifts and attendance: getting the rules right,132,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/showroom-retail-shrinkage,insight,200,https://www.pgak.co.in/insights/showroom-retail-shrinkage,"index, follow",Showroom shrinkage: the evidence index approach | PGAK,54,Showroom shrinkage: the evidence index approach,155,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/stop-threats-before-they-happen,insight,200,https://www.pgak.co.in/insights/stop-threats-before-they-happen,"index, follow",Stop threats before they happen. | PGAK,39,Stop threats before they happen.,147,98,BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;SearchAction;WebPage;WebSite,0
/insights/textile-unit-security-attendance,insight,200,https://www.pgak.co.in/insights/textile-unit-security-attendance,"index, follow","Textile units: dust, shifts and worn fingerprints | PGAK",56,"Textile units: dust, shifts and worn fingerprints",118,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/what-is-video-analytics-software,insight,200,https://www.pgak.co.in/insights/what-is-video-analytics-software,"index, follow","What is video analytics software, and do you need it? | PGAK",60,"What is video analytics software, and do you need it?",76,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/what-to-check-before-buying-attendance-system,insight,200,https://www.pgak.co.in/insights/what-to-check-before-buying-attendance-system,"index, follow",12 questions before buying an attendance system | PGAK,54,Twelve questions to ask before buying any attendance system,151,101,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/what-to-do-day-after-a-theft,insight,200,https://www.pgak.co.in/insights/what-to-do-day-after-a-theft,"index, follow",The day after a theft: a practical checklist | PGAK,51,The day after a theft: a practical checklist,156,99,Answer;BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/insights/where-to-place-cctv-cameras-for-ai-detection,insight,200,https://www.pgak.co.in/insights/where-to-place-cctv-cameras-for-ai-detection,"index, follow",Where to place CCTV cameras for AI detection | PGAK,51,Where to place CCTV cameras so AI detection actually works,151,101,BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;SearchAction;WebPage;WebSite,0
/insights/why-biometric-attendance-machines-fail-at-the-factory-gate,insight,200,https://www.pgak.co.in/insights/why-biometric-attendance-machines-fail-at-the-factory-gate,"index, follow",Why attendance machines fail at the factory gate | PGAK,55,Why biometric attendance machines fail at the factory gate,105,101,BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;SearchAction;WebPage;WebSite,0
/insights/your-dvr-records-the-theft-it-doesnt-stop-it,insight,200,https://www.pgak.co.in/insights/your-dvr-records-the-theft-it-doesnt-stop-it,"index, follow",Your DVR records the theft. It doesn't stop it. | PGAK,54,Your DVR records the theft. It doesn't stop it.,143,99,BlogPosting;BreadcrumbList;ContactPoint;Country;EntryPoint;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;SearchAction;WebPage;WebSite,0
/multi-site-cctv-monitoring,core/solution,200,https://www.pgak.co.in/multi-site-cctv-monitoring,"index, follow",Multi-Site CCTV Monitoring on One Screen | PGAK,47,"Every site on one screen, instead of one app per location",154,111,Answer;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;Service;WebPage;WebSite,0
/pricing,core/solution,200,https://www.pgak.co.in/pricing,"index, follow",AI Video Analytics Pricing in India | Get a Quote | PGAK,56,What AI CCTV costs in India,151,101,Answer;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/privacy,core/solution,200,https://www.pgak.co.in/privacy,"index, follow",Privacy Policy — PGAK,21,Privacy Policy,138,4,ContactPoint;Country;EntryPoint;ImageObject;LocalBusiness;Organization;Person;PostalAddress;SearchAction;WebSite,0
/remote-cctv-monitoring,core/solution,200,https://www.pgak.co.in/remote-cctv-monitoring,"index, follow",Remote CCTV Monitoring That Contacts You | PGAK,47,"Remote CCTV monitoring that calls you, not the other way round",160,112,Answer;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;Service;WebPage;WebSite,0
/residential-security,core/solution,200,https://www.pgak.co.in/residential-security,"index, follow",Smart Home Security — AI CCTV for Houses & Societies | PGAK,59,A smart home security system that knows the difference between your family and a stranger,133,107,Answer;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;Service;WebPage;WebSite,0
/retail-shop-security,core/solution,200,https://www.pgak.co.in/retail-shop-security,"index, follow",Retail Shop Security — AI CCTV That Catches Theft | PGAK,56,"Retail shop security that acts during the theft, not after it",131,108,Answer;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;Service;WebPage;WebSite,0
/roi-calculator,core/solution,200,https://www.pgak.co.in/roi-calculator,"index, follow",AI CCTV ROI Calculator — What Would It Save You? | PGAK,55,What would AI CCTV actually give back?,141,91,Answer;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;WebPage;WebSite,0
/school-security,core/solution,200,https://www.pgak.co.in/school-security,"index, follow",School Security System — AI CCTV for Campus Gates | PGAK,56,School security that knows who belongs on campus,128,107,Answer;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;Service;WebPage;WebSite,0
/smart-perimeter-protection,core/solution,200,https://www.pgak.co.in/smart-perimeter-protection,"index, follow",Smart Perimeter Protection — Virtual Fencing | PGAK,51,Smart perimeter protection — a fence that reports itself,133,110,Answer;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;Service;WebPage;WebSite,0
/solutions,core/solution,200,https://www.pgak.co.in/solutions,"index, follow","AI CCTV for Warehouses, Factories, Offices & Homes | PGAK",57,AI CCTV for every place worth protecting,143,119,BreadcrumbList;ContactPoint;Country;EntryPoint;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;SearchAction;WebPage;WebSite,0
/terms,core/solution,200,https://www.pgak.co.in/terms,"index, follow",Terms & Conditions — PGAK,25,Terms & Conditions,140,3,ContactPoint;Country;EntryPoint;ImageObject;LocalBusiness;Organization;Person;PostalAddress;SearchAction;WebSite,0
/video-analytics-software,core/solution,200,https://www.pgak.co.in/video-analytics-software,"index, follow",AI Video Analytics Software for CCTV in India | PGAK,52,AI video analytics software for existing CCTV cameras,134,111,Answer;BreadcrumbList;ContactPoint;Country;EntryPoint;FAQPage;ImageObject;ListItem;LocalBusiness;Organization;Person;PostalAddress;Question;SearchAction;Service;WebPage;WebSite,0
